station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
8A0,1/10/16 14:15,33.8,33.8,100.0,290,10,0.0,29.97,M,10.0,14,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,25.23,K8A0 101415Z AUTO 29010G14KT 10SM OVC010 01/01 A2997 RMK AO2
8A0,1/10/16 14:35,33.8,33.8,100.0,280,11,0.0,29.98,M,10.0,15,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,24.74,K8A0 101435Z AUTO 28011G15KT 10SM OVC010 01/01 A2998 RMK AO2
8A0,1/10/16 14:55,33.8,33.8,100.0,290,11,0.0,29.99,M,10.0,M,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,24.74,K8A0 101455Z AUTO 29011KT 10SM OVC010 01/01 A2999 RMK AO2
8A0,1/10/16 15:15,33.8,33.8,100.0,280,13,0.0,30.0,M,10.0,17,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,23.87,K8A0 101515Z AUTO 28013G17KT 10SM OVC010 01/01 A3000 RMK AO2
8A0,1/10/16 15:35,33.8,33.8,100.0,280,11,0.0,30.01,M,10.0,17,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,24.74,K8A0 101535Z AUTO 28011G17KT 10SM OVC010 01/01 A3001 RMK AO2
8A0,1/10/16 15:55,33.8,33.8,100.0,300,13,0.0,30.02,M,10.0,18,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,23.87,K8A0 101555Z AUTO 30013G18KT 10SM OVC010 01/01 A3002 RMK AO2
8A0,1/10/16 16:15,33.8,33.8,100.0,300,8,0.0,30.02,M,10.0,M,OVC,M,M,M,1200,M,M,M,M,M,M,M,M,M,M,26.33,K8A0 101615Z AUTO 30008KT 10SM OVC012 01/01 A3002 RMK AO2
8A0,1/10/16 16:35,33.8,33.8,100.0,280,13,0.0,30.03,M,10.0,M,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,23.87,K8A0 101635Z AUTO 28013KT 10SM OVC010 01/01 A3003 RMK AO2
8A0,1/10/16 16:55,33.8,33.8,100.0,290,9,0.0,30.02,M,10.0,15,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,25.75,K8A0 101655Z AUTO 29009G15KT 10SM OVC010 01/01 A3002 RMK AO2
8A0,1/10/16 17:15,33.8,33.8,100.0,290,9,0.0,30.03,M,10.0,17,OVC,M,M,M,1200,M,M,M,M,M,M,M,M,M,M,25.75,K8A0 101715Z AUTO 29009G17KT 10SM OVC012 01/01 A3003 RMK AO2
8A0,1/10/16 17:35,33.8,33.8,100.0,270,11,0.0,30.03,M,10.0,16,OVC,M,M,M,1200,M,M,M,M,M,M,M,M,M,M,24.74,K8A0 101735Z AUTO 27011G16KT 10SM OVC012 01/01 A3003 RMK AO2
8A0,1/10/16 17:55,33.8,32.0,93.03,290,14,0.0,30.03,M,10.0,18,OVC,M,M,M,1200,M,M,M,M,M,M,M,M,M,M,23.48,K8A0 101755Z AUTO 29014G18KT 10SM OVC012 01/00 A3003 RMK AO2
8A0,1/10/16 18:15,32.0,32.0,100.0,310,8,0.0,30.03,M,10.0,14,OVC,M,M,M,1200,M,M,M,M,M,M,M,M,M,M,24.11,K8A0 101815Z AUTO 31008G14KT 10SM OVC012 00/00 A3003 RMK AO2
8A0,1/10/16 18:35,33.8,32.0,93.03,310,9,0.0,30.03,M,10.0,15,OVC,M,M,M,1200,M,M,M,M,M,M,M,M,M,M,25.75,K8A0 101835Z AUTO 31009G15KT 10SM OVC012 01/00 A3003 RMK AO2
8A0,1/10/16 18:55,33.8,32.0,93.03,290,12,0.0,30.03,M,10.0,16,OVC,M,M,M,1200,M,M,M,M,M,M,M,M,M,M,24.29,K8A0 101855Z AUTO 29012G16KT 10SM OVC012 01/00 A3003 RMK AO2
8A0,1/10/16 19:15,33.8,32.0,93.03,300,8,0.0,30.03,M,10.0,16,OVC,M,M,M,1400,M,M,M,M,M,M,M,M,M,M,26.33,K8A0 101915Z AUTO 30008G16KT 10SM OVC014 01/00 A3003 RMK AO2
8A0,1/10/16 19:35,33.8,32.0,93.03,290,10,0.0,30.04,M,10.0,15,OVC,M,M,M,1600,M,M,M,M,M,M,M,M,M,M,25.23,K8A0 101935Z AUTO 29010G15KT 10SM OVC016 01/00 A3004 RMK AO2
8A0,1/10/16 19:55,33.8,32.0,93.03,290,10,0.0,30.05,M,10.0,17,OVC,M,M,M,1600,M,M,M,M,M,M,M,M,M,M,25.23,K8A0 101955Z AUTO 29010G17KT 10SM OVC016 01/00 A3005 RMK AO2
8A0,1/10/16 20:15,33.8,32.0,93.03,300,11,0.0,30.06,M,10.0,M,OVC,M,M,M,1600,M,M,M,M,M,M,M,M,M,M,24.74,K8A0 102015Z AUTO 30011KT 269V339 10SM OVC016 01/00 A3006 RMK AO2
8A0,1/10/16 20:35,33.8,32.0,93.03,300,12,0.0,30.07,M,10.0,M,BKN,OVC,M,M,1800,2300,M,M,M,M,M,M,M,M,M,24.29,K8A0 102035Z AUTO 30012KT 10SM BKN018 OVC023 01/00 A3007 RMK AO2
8A0,1/10/16 20:55,33.8,30.2,86.49,290,8,0.0,30.07,M,10.0,M,BKN,OVC,M,M,2200,2800,M,M,M,M,M,M,M,M,M,26.33,K8A0 102055Z AUTO 29008KT 10SM BKN022 OVC028 01/M01 A3007 RMK AO2
8A0,1/10/16 21:15,33.8,32.0,93.03,340,7,0.0,30.08,M,10.0,M,OVC,M,M,M,2400,M,M,M,M,M,M,M,M,M,M,26.97,K8A0 102115Z AUTO 34007KT 10SM OVC024 01/00 A3008 RMK AO2
8A0,1/10/16 21:35,33.8,30.2,86.49,320,6,0.0,30.09,M,10.0,M,BKN,OVC,M,M,2400,3000,M,M,M,M,M,M,M,M,M,27.7,K8A0 102135Z AUTO 32006KT 10SM BKN024 OVC030 01/M01 A3009 RMK AO2
8A0,1/10/16 21:55,33.8,30.2,86.49,290,9,0.0,30.09,M,10.0,M,SCT,M,M,M,3400,M,M,M,M,M,M,M,M,M,M,25.75,K8A0 102155Z AUTO 29009KT 10SM SCT034 01/M01 A3009 RMK AO2
8A0,1/10/16 22:15,33.8,28.4,80.36,310,7,0.0,30.1,M,10.0,M,BKN,M,M,M,3400,M,M,M,M,M,M,M,M,M,M,26.97,K8A0 102215Z AUTO 31007KT 10SM BKN034 01/M02 A3010 RMK AO2
8A0,1/10/16 22:35,33.8,28.4,80.36,320,10,0.0,30.11,M,10.0,M,SCT,M,M,M,3200,M,M,M,M,M,M,M,M,M,M,25.23,K8A0 102235Z AUTO 32010KT 10SM SCT032 01/M02 A3011 RMK AO2
8A0,1/10/16 22:55,32.0,28.4,86.39,310,6,0.0,30.11,M,10.0,M,SCT,M,M,M,3400,M,M,M,M,M,M,M,M,M,M,25.53,K8A0 102255Z AUTO 31006KT 10SM SCT034 00/M02 A3011 RMK AO2
8A0,1/10/16 23:15,32.0,26.6,80.22,310,8,0.0,30.12,M,10.0,M,SCT,M,M,M,3400,M,M,M,M,M,M,M,M,M,M,24.11,K8A0 102315Z AUTO 31008KT 10SM SCT034 00/M03 A3012 RMK AO2
8A0,1/10/16 23:35,32.0,26.6,80.22,310,8,0.0,30.13,M,10.0,M,SCT,M,M,M,3400,M,M,M,M,M,M,M,M,M,M,24.11,K8A0 102335Z AUTO 31008KT 10SM SCT034 00/M03 A3013 RMK AO2
8A0,1/10/16 23:55,32.0,26.6,80.22,300,7,0.0,30.13,M,10.0,M,SCT,M,M,M,3400,M,M,M,M,M,M,M,M,M,M,24.78,K8A0 102355Z AUTO 30007KT 10SM SCT034 00/M03 A3013 RMK AO2
8A0,1/11/16 0:15,32.0,26.6,80.22,300,6,0.0,30.14,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.53,K8A0 110015Z AUTO 30006KT 10SM CLR 00/M03 A3014 RMK AO2
8A0,1/11/16 0:35,32.0,26.6,80.22,310,5,0.0,30.15,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.4,K8A0 110035Z AUTO 31005KT 10SM CLR 00/M03 A3015 RMK AO2
8A0,1/11/16 0:55,32.0,24.8,74.44,300,5,0.0,30.15,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.4,K8A0 110055Z AUTO 30005KT 10SM CLR 00/M04 A3015 RMK AO2
8A0,1/11/16 1:15,30.2,24.8,80.07,300,5,0.0,30.15,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.26,K8A0 110115Z AUTO 30005KT 10SM CLR M01/M04 A3015 RMK AO2
8A0,1/11/16 1:35,30.2,23.0,74.26,300,4,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.32,K8A0 110135Z AUTO 30004KT 10SM CLR M01/M05 A3016 RMK AO2
8A0,1/11/16 1:55,30.2,24.8,80.07,300,5,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.26,K8A0 110155Z AUTO 30005KT 10SM CLR M01/M04 A3016 RMK AO2
8A0,1/11/16 2:15,30.2,23.0,74.26,310,6,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.36,K8A0 110215Z AUTO 31006KT 10SM CLR M01/M05 A3016 RMK AO2
8A0,1/11/16 2:35,28.4,23.0,79.92,20,3,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.57,K8A0 110235Z AUTO 02003KT 10SM CLR M02/M05 A3016 RMK AO2
8A0,1/11/16 2:55,28.4,23.0,79.92,320,4,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.22,K8A0 110255Z AUTO 32004KT 10SM CLR M02/M05 A3016 RMK AO2
8A0,1/11/16 3:15,28.4,23.0,79.92,320,5,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.12,K8A0 110315Z AUTO 32005KT 10SM CLR M02/M05 A3018 RMK AO2
8A0,1/11/16 3:35,28.4,23.0,79.92,330,6,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.19,K8A0 110335Z AUTO 33006KT 10SM CLR M02/M05 A3018 RMK AO2
8A0,1/11/16 3:55,28.4,23.0,79.92,340,6,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.19,K8A0 110355Z AUTO 34006KT 10SM CLR M02/M05 A3018 RMK AO2
8A0,1/11/16 4:15,28.4,23.0,79.92,340,8,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.68,K8A0 110415Z AUTO 34008KT 10SM CLR M02/M05 A3018 RMK AO2
8A0,1/11/16 4:35,26.6,23.0,86.07,330,6,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.03,K8A0 110435Z AUTO 33006KT 10SM CLR M03/M05 A3019 RMK AO2
8A0,1/11/16 4:55,26.6,21.2,79.77,340,8,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.46,K8A0 110455Z AUTO 34008KT 10SM CLR M03/M06 A3019 RMK AO2
8A0,1/11/16 5:15,26.6,21.2,79.77,340,8,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.46,K8A0 110515Z AUTO 34008KT 10SM CLR M03/M06 A3018 RMK AO2
8A0,1/11/16 5:35,26.6,21.2,79.77,330,7,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.2,K8A0 110535Z AUTO 33007KT 10SM CLR M03/M06 A3018 RMK AO2
8A0,1/11/16 5:55,26.6,21.2,79.77,340,5,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.98,K8A0 110555Z AUTO 34005KT 10SM CLR M03/M06 A3019 RMK AO2
8A0,1/11/16 6:15,24.8,21.2,85.96,340,8,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.24,K8A0 110615Z AUTO 34008KT 10SM CLR M04/M06 A3018 RMK AO2
8A0,1/11/16 6:35,24.8,21.2,85.96,340,5,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.84,K8A0 110635Z AUTO 34005KT 10SM CLR M04/M06 A3018 RMK AO2
8A0,1/11/16 6:55,23.0,21.2,92.69,350,5,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.71,K8A0 110655Z AUTO 35005KT 10SM CLR M05/M06 A3018 RMK AO2
8A0,1/11/16 7:15,23.0,21.2,92.69,350,7,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.81,K8A0 110715Z AUTO 35007KT 10SM CLR M05/M06 A3018 RMK AO2
8A0,1/11/16 7:35,23.0,21.2,92.69,340,4,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.91,K8A0 110735Z AUTO 34004KT 10SM CLR M05/M06 A3019 RMK AO2
8A0,1/11/16 7:55,23.0,21.2,92.69,330,4,0.0,30.2,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.91,K8A0 110755Z AUTO 33004KT 10SM CLR M05/M06 A3020 RMK AO2
8A0,1/11/16 8:15,23.0,21.2,92.69,0,0,0.0,30.22,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.0,K8A0 110815Z AUTO 00000KT 10SM CLR M05/M06 A3022 RMK AO2
8A0,1/11/16 8:35,21.2,21.2,100.0,330,3,0.0,30.22,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.34,K8A0 110835Z AUTO 33003KT 10SM CLR M06/M06 A3022 RMK AO2
8A0,1/11/16 8:55,21.2,21.2,100.0,0,0,0.0,30.21,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.2,K8A0 110855Z AUTO 00000KT 10SM CLR M06/M06 A3021 RMK AO2
8A0,1/11/16 9:15,21.2,21.2,100.0,0,0,0.0,30.21,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.2,K8A0 110915Z AUTO 00000KT 10SM CLR M06/M06 A3021 RMK AO2
8A0,1/11/16 9:35,21.2,21.2,100.0,0,0,0.0,30.2,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.2,K8A0 110935Z AUTO 00000KT 10SM CLR M06/M06 A3020 RMK AO2
8A0,1/11/16 9:55,21.2,21.2,100.0,20,4,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.81,K8A0 110955Z AUTO 02004KT 10SM CLR M06/M06 A3019 RMK AO2
8A0,1/11/16 10:15,19.4,19.4,100.0,10,3,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.28,K8A0 111015Z AUTO 01003KT 10SM CLR M07/M07 A3019 RMK AO2
8A0,1/11/16 10:35,21.2,21.2,100.0,350,4,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.81,K8A0 111035Z AUTO 35004KT 10SM CLR M06/M06 A3019 RMK AO2
8A0,1/11/16 10:55,21.2,21.2,100.0,360,5,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.57,K8A0 111055Z AUTO 36005KT 10SM CLR M06/M06 A3019 RMK AO2
8A0,1/11/16 11:15,19.4,19.4,100.0,10,4,0.0,30.2,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.71,K8A0 111115Z AUTO 01004KT 10SM CLR M07/M07 A3020 RMK AO2
8A0,1/11/16 11:35,19.4,19.4,100.0,0,0,0.0,30.21,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.4,K8A0 111135Z AUTO 00000KT 10SM CLR M07/M07 A3021 RMK AO2
8A0,1/11/16 11:55,19.4,19.4,100.0,0,0,0.0,30.22,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.4,K8A0 111155Z AUTO 00000KT 10SM CLR M07/M07 A3022 RMK AO2
8A0,1/11/16 12:15,19.4,19.4,100.0,0,0,0.0,30.23,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.4,K8A0 111215Z AUTO 00000KT 10SM CLR M07/M07 A3023 RMK AO2
8A0,1/11/16 12:35,19.4,19.4,100.0,0,0,0.0,30.23,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.4,K8A0 111235Z AUTO 00000KT 10SM CLR M07/M07 A3023 RMK AO2
8A0,1/11/16 12:55,19.4,19.4,100.0,10,4,0.0,30.23,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.71,K8A0 111255Z AUTO 01004KT 10SM CLR M07/M07 A3023 RMK AO2
8A0,1/11/16 13:15,19.4,19.4,100.0,10,3,0.0,30.23,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.28,K8A0 111315Z AUTO 01003KT 10SM CLR M07/M07 A3023 RMK AO2
8A0,1/11/16 13:35,21.2,21.2,100.0,50,3,0.0,30.23,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.34,K8A0 111335Z AUTO 05003KT 10SM CLR M06/M06 A3023 RMK AO2
8A0,1/11/16 13:55,23.0,23.0,100.0,40,6,0.0,30.23,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.69,K8A0 111355Z AUTO 04006KT 10SM CLR M05/M05 A3023 RMK AO2
8A0,1/11/16 14:15,23.0,23.0,100.0,70,3,0.0,30.24,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.4,K8A0 111415Z AUTO 07003KT 10SM CLR M05/M05 A3024 RMK AO2
8A0,1/11/16 14:35,23.0,23.0,100.0,0,0,0.0,30.24,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.0,K8A0 111435Z AUTO 00000KT 10SM CLR M05/M05 A3024 RMK AO2
8A0,1/11/16 14:55,23.0,23.0,100.0,80,3,0.0,30.25,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.4,K8A0 111455Z AUTO 08003KT 10SM CLR M05/M05 A3025 RMK AO2
8A0,1/11/16 15:15,24.8,23.0,92.74,0,0,0.0,30.26,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.8,K8A0 111515Z AUTO 00000KT 10SM CLR M04/M05 A3026 RMK AO2
8A0,1/11/16 15:35,24.8,23.0,92.74,0,0,0.0,30.27,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.8,K8A0 111535Z AUTO 00000KT 10SM CLR M04/M05 A3027 RMK AO2
8A0,1/11/16 15:55,26.6,24.8,92.8,0,0,0.0,30.27,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.6,K8A0 111555Z AUTO 00000KT 10SM CLR M03/M04 A3027 RMK AO2
8A0,1/11/16 16:15,28.4,23.0,79.92,0,0,0.0,30.28,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.4,K8A0 111615Z AUTO 00000KT 10SM CLR M02/M05 A3028 RMK AO2
8A0,1/11/16 16:35,28.4,23.0,79.92,0,0,0.0,30.28,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.4,K8A0 111635Z AUTO 00000KT 10SM CLR M02/M05 A3028 RMK AO2
8A0,1/11/16 16:55,30.2,23.0,74.26,0,0,0.0,30.26,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.2,K8A0 111655Z AUTO 00000KT 10SM CLR M01/M05 A3026 RMK AO2
8A0,1/11/16 17:15,32.0,23.0,69.04,0,0,0.0,30.24,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.0,K8A0 111715Z AUTO 00000KT 10SM CLR 00/M05 A3024 RMK AO2
8A0,1/11/16 17:35,32.0,23.0,69.04,0,0,0.0,30.23,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.0,K8A0 111735Z AUTO 00000KT 10SM CLR 00/M05 A3023 RMK AO2
8A0,1/11/16 17:55,33.8,21.2,59.53,0,0,0.0,30.23,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.8,K8A0 111755Z AUTO 00000KT 10SM CLR 01/M06 A3023 RMK AO2
8A0,1/11/16 18:15,33.8,23.0,64.23,70,3,0.0,30.21,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.75,K8A0 111815Z AUTO 07003KT 10SM CLR 01/M05 A3021 RMK AO2
8A0,1/11/16 18:35,35.6,21.2,55.41,0,0,0.0,30.21,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.6,K8A0 111835Z AUTO 00000KT 10SM CLR 02/M06 A3021 RMK AO2
8A0,1/11/16 18:55,35.6,23.0,59.79,0,0,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.6,K8A0 111855Z AUTO 00000KT 10SM CLR 02/M05 A3019 RMK AO2
8A0,1/11/16 19:15,35.6,21.2,55.41,0,0,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.6,K8A0 111915Z AUTO 00000KT 10SM CLR 02/M06 A3019 RMK AO2
8A0,1/11/16 19:35,35.6,21.2,55.41,0,0,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.6,K8A0 111935Z AUTO 00000KT 10SM CLR 02/M06 A3017 RMK AO2
8A0,1/11/16 19:55,37.4,21.2,51.61,260,4,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.73,K8A0 111955Z AUTO 26004KT 10SM CLR 03/M06 A3017 RMK AO2
8A0,1/11/16 20:15,37.4,21.2,51.61,0,0,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.4,K8A0 112015Z AUTO 00000KT 10SM CLR 03/M06 A3017 RMK AO2
8A0,1/11/16 20:35,37.4,19.4,47.8,0,0,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.4,K8A0 112035Z AUTO 00000KT 10SM CLR 03/M07 A3016 RMK AO2
8A0,1/11/16 20:55,39.2,21.2,48.1,0,0,0.0,30.15,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.2,K8A0 112055Z AUTO 00000KT 10SM CLR 04/M06 A3015 RMK AO2
8A0,1/11/16 21:15,39.2,19.4,44.55,190,4,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.83,K8A0 112115Z AUTO 19004KT 10SM CLR 04/M07 A3017 RMK AO2
8A0,1/11/16 21:35,37.4,21.2,51.61,210,5,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.81,K8A0 112135Z AUTO 21005KT 10SM CLR 03/M06 A3017 RMK AO2
8A0,1/11/16 21:55,37.4,21.2,51.61,230,4,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.73,K8A0 112155Z AUTO 23004KT 10SM CLR 03/M06 A3017 RMK AO2
8A0,1/11/16 22:15,37.4,21.2,51.61,210,3,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.86,K8A0 112215Z AUTO 21003KT 10SM CLR 03/M06 A3016 RMK AO2
8A0,1/11/16 22:35,37.4,21.2,51.61,0,0,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.4,K8A0 112235Z AUTO 00000KT 10SM CLR 03/M06 A3016 RMK AO2
8A0,1/11/16 22:55,35.6,21.2,55.41,0,0,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.6,K8A0 112255Z AUTO 00000KT 10SM CLR 02/M06 A3016 RMK AO2
8A0,1/11/16 23:15,33.8,21.2,59.53,0,0,0.0,30.15,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.8,K8A0 112315Z AUTO 00000KT 10SM CLR 01/M06 A3015 RMK AO2
8A0,1/11/16 23:35,33.8,21.2,59.53,190,3,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.75,K8A0 112335Z AUTO 19003KT 10SM CLR 01/M06 A3016 RMK AO2
8A0,1/11/16 23:55,32.0,21.2,63.99,190,4,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 112355Z AUTO 19004KT 10SM CLR 00/M06 A3016 RMK AO2
8A0,1/12/16 0:15,33.8,21.2,59.53,200,4,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.52,K8A0 120015Z AUTO 20004KT 10SM CLR 01/M06 A3017 RMK AO2
8A0,1/12/16 0:35,32.0,23.0,69.04,170,3,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,K8A0 120035Z AUTO 17003KT 10SM CLR 00/M05 A3018 RMK AO2
8A0,1/12/16 0:55,32.0,21.2,63.99,200,4,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 120055Z AUTO 20004KT 10SM CLR 00/M06 A3017 RMK AO2
8A0,1/12/16 1:15,32.0,21.2,63.99,210,4,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 120115Z AUTO 21004KT 10SM CLR 00/M06 A3017 RMK AO2
8A0,1/12/16 1:35,32.0,21.2,63.99,190,4,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 120135Z AUTO 19004KT 10SM CLR 00/M06 A3017 RMK AO2
8A0,1/12/16 1:55,32.0,21.2,63.99,210,5,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.4,K8A0 120155Z AUTO 21005KT 10SM CLR 00/M06 A3018 RMK AO2
8A0,1/12/16 2:15,32.0,21.2,63.99,220,3,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,K8A0 120215Z AUTO 22003KT 10SM CLR 00/M06 A3018 RMK AO2
8A0,1/12/16 2:35,32.0,21.2,63.99,220,3,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,K8A0 120235Z AUTO 22003KT 10SM CLR 00/M06 A3018 RMK AO2
